,title,jobtype,description,location,salary,job site
1121,Registered Nurse,,"Collects clinical data; follow algorithms, decision trees, and protocols.PURPOSE OF POSITION: To function as a professional nurse and to apply theoretical…","Cincinnati, OH 45229 (Corryville area)",,Indeed
1122,Data Engineer ,,"Builds, tests and enhances data curation pipelines integration data from wide variety of sources like DBMS, File systems, APIs and streaming systems for various…","Charlotte, NC 28202 (Downtown Charlotte area)",,Indeed
1123,Registered Nurse,,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…","Cincinnati, OH 45229 (Corryville area)",,Indeed
1124,Data Science professor,,"Candidates may be tasked with teaching and/or developing courses related to some of the following topics: applying modern data science tools, business analytics…","Denver, CO 80217 (Central Business District area)",,Indeed
1125,Statistician,,The Department of Mathematical & Digital Sciences at Bloomsburg University of Pennsylvania seeks individuals to serve as either full-time or part-time temporary…,"Bloomsburg, PA 17815",,Indeed
1126, Data Scientist,,Builds data visualization to support business needs.Assists with multiple projects to develop business and data analysis to drive business objectives.,"Columbus, OH 43215 (Downtown area)",,Indeed
1127,Registered Nurse,,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…","Cincinnati, OH 45224 (College Hill area)",,Indeed
1128,Registered Nurse,,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…","Cincinnati, OH 45229 (Corryville area)",,Indeed
1129,Registered Nurse,,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…","Cincinnati, OH 45229 (Corryville area)",,Indeed
1130,Statistician,,"As a mathematician, you will be responsible for creating mathematical models for multiple games and researching and analyzing games from a game/math balance…","Las Vegas, NV 89119 (Paradise area)",,Indeed
1131,Machine learning Engineer,,"Experience with applying machine learning techniques to problems in simulation engines and 3D data (sensors, physics engines, object detection, etc.).","Bellevue, WA",,Indeed
1132,Data Scientist,,"Experience in Python software development, data science and machine learning.GeneDx is recruiting for a full-time Data Scientist to contribute to a team…","Gaithersburg, MD 20877",,Indeed
1133,Data Scientist,Remote,"Experience finding, cleaning, and manipulating data to build data sets.3+ years of experience in data analysis, data science, decision science, or similar…",Remote+1 location•Remote,,Indeed
1134,Data Scientist,Remote,"Education Requirements: BA/BS in a technical discipline, or equivalent professional experienceExperience Requirements: 5+ years backend software development…",United States+1 location•Remote,,Indeed
1135,Data Analyst ,,Significant experience working with very large scale (structured and unstructured) data.Generate deep insights through the analysis of data and understanding…,"Columbus, OH",,Indeed
1136,Data Scientist,,Create the vision for data science solutions incorporating the latest techniques.Knowledge of cloud services (GCP /AWS ) and developing data science projects.,"San Jose, CA+1 location",,Indeed
1137,Data Scientist,Remote,"To ensure that teams are able to overlap in their working hours and to meet face-to-face when needed, all team members need to live within three hours of a hub.","San Francisco, CA 94104+1 location (Financial District area)•Remote",,Indeed
1138,Statistician,,"The Mathematician job role involves evaluating mathematical models for electronic slot machines, casino table games, internet casino games and lotteries.","Las Vegas, NV",,Indeed
1139,Data Engineer,,"Data science methods related to data architecture, data munging, data and feature engineering, and predictive analytics.0–4 years of experience in the field.","Tysons, VA",,Indeed
1140,Data Scientist,,"You will work closely with other data scientists, engineers and partners across Marketing, Sales and R&D to derive insights from diverse data sources, help the…","Pleasanton, CA",,Indeed
1141,Data Analyst ,,"Experience with data analytics software including Python or R.Responsibilities includes analyzing large and complex data sets, including a thorough aptitude…","Washington, DC 20006 (Foggy Bottom area)",,Indeed
1142,Machine learning Engineer,,"Are analytical and data driven.You possess strong computer science fundamentals: data structures, algorithms, programming languages, distributed systems, and…","San Francisco, CA",,Indeed
1143,Data Analyst ,,"Degree in applied mathematics, statistics, data science, computer science or related field is preferred.Interface with product, sourcing, data science and…","Kirkland, WA 98033 (Highlands area)",,Indeed
1144,Data Analyst ,,Leading and participating in projects that require advanced data and business analysis skills including best in practice methodologies and modeling.,"Alpharetta, GA",,Indeed
1145,Data Analyst ,,"1+ year(s) of experience manipulating data sets, visualizing data, building statistical models, and the general application of data science concepts and tools…","Kirkwood, MO 63122+11 locations",,Indeed
1146,Statistician,,"As a mathematician, you will be responsible for creating mathematical models for multiple games and researching and analyzing games from a game/math balance…","Las Vegas, NV 89119 (Paradise area)",,Indeed
1147,Machine learning Engineer,,"Experience with applying machine learning techniques to problems in simulation engines and 3D data (sensors, physics engines, object detection, etc.).","Bellevue, WA",,Indeed
1148,Data Scientist,,"Experience in Python software development, data science and machine learning.GeneDx is recruiting for a full-time Data Scientist to contribute to a team…","Gaithersburg, MD 20877",,Indeed
1149,Data Scientist,Remote,"Experience finding, cleaning, and manipulating data to build data sets.3+ years of experience in data analysis, data science, decision science, or similar…",Remote+1 location•Remote,,Indeed
1150,Data Scientist,Remote,"Education Requirements: BA/BS in a technical discipline, or equivalent professional experienceExperience Requirements: 5+ years backend software development…",United States+1 location•Remote,,Indeed
1151,Data Analyst ,,Significant experience working with very large scale (structured and unstructured) data.Generate deep insights through the analysis of data and understanding…,"Columbus, OH",,Indeed
1152,Data Scientist,,Create the vision for data science solutions incorporating the latest techniques.Knowledge of cloud services (GCP /AWS ) and developing data science projects.,"San Jose, CA+1 location",,Indeed
1153,Data Scientist,Remote,"To ensure that teams are able to overlap in their working hours and to meet face-to-face when needed, all team members need to live within three hours of a hub.","San Francisco, CA 94104+1 location (Financial District area)•Remote",,Indeed
1154,Statistician,,"The Mathematician job role involves evaluating mathematical models for electronic slot machines, casino table games, internet casino games and lotteries.","Las Vegas, NV",,Indeed
1155,Data Engineer,,"Data science methods related to data architecture, data munging, data and feature engineering, and predictive analytics.0–4 years of experience in the field.","Tysons, VA",,Indeed
