title,description,state,job_site,jobtype
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", OK,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", TX,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", MN,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", IA,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", MO,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", AR,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", LA,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", WI,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", IL,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", KY,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", MS,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", AL,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", MI,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", IN,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", TN,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", GA,flexjob,Remote
"Senior Manager, Information Security","
            Full-time, partially remote position. Responsibilities include managing a team, providing support, guidance, &amp; <b>data</b> classification, documenting, communicating, &amp; executing a <b>data</b> classification strategy, and reporting on implementation &amp; status.
        ", NC,flexjob,Partial Remote Job
"Senior Manager, Information Security","
            Full-time, partially remote position. Responsibilities include managing a team, providing support, guidance, &amp; <b>data</b> classification, documenting, communicating, &amp; executing a <b>data</b> classification strategy, and reporting on implementation &amp; status.
        ", NY,flexjob,Partial Remote Job
Senior Research Analyst,"
            Remote position will conduct focused research on the <b>data</b> platforms sector, engage in briefings with key vendors, attend events focused on <b>data</b>, write research reports, and contribute to development of surveys. Need five years of experience.
        ", CA,flexjob,Partial Remote Job
